[63, 'Paris Barclay', '$3,800,000 (estimated)', '$20,949,601', '1 hour 29 minutes']
[64, 'Bill Bennett', 2, '$10,658,278', '1 hour 36 minutes']
[65, 'Jason Bloom', '$15,000,000 (estimated)', '$13,427,615', '1 hour 28 minutes']
[66, 'Farhad Mann', '$15,000,000 (estimated)', '$2,409,225', '1 hour 33 minutes']
[68, 'Josiane Balasko', 2, '$1,026,646', '1 hour 44 minutes']
[69, "'s Cut?", '$3,500,000 (estimated)', '$28,215,918', '1 hour 31 minutes']
[70, ' Robert Rodriguez never intended it to be in the final cut, but after the studio included the line in a trailer, he felt obligated to include it in the film.', '$19,000,000 (estimated)', '$25,839,496', '1 hour 48 minutes']
[71, 'Andrew Sipes', '$50,000,000 (estimated)', '$11,534,477', '1 hour 31 minutes']
[72, 'Noah Baumbach', 2, '$718,490', '1 hour 36 minutes']
[73, 'Claude Lelouch', 2, '$740,048', '2 hours 55 minutes']
[74, 'Michael Goldenberg', 2, '$27,315,527', '1 hour 27 minutes']
[75, 'Steve Miner', '$15,000,000 (estimated)', '$2,042,530', '1 hour 30 minutes']
[76, 'Christian Duguay', '$20,000,000 (estimated)', '$5,711,695', '1 hour 48 minutes']
[77, 'Susanne Ofteringer', 2, '$306,691', '1 hour 10 minutes']
[78, 'Sean Penn', '$9,000,000 (estimated)', '$868,979', '1 hour 51 minutes']
[79, 'Brian Gibson', '$44,000,000 (estimated)', '$22,754,725', '1 hour 58 minutes']
[80, 'Jafar Panahi', '$150,000 (estimated)', '$924,940', '1 hour 25 minutes']
[81, 'Gary Fleder', '$7,000,000 (estimated)', '$529,766', '1 hour 55 minutes']
[82, 'Marleen Gorris', '£1,500,000 (estimated)', '$4,249,321', '1 hour 42 minutes']
[83, 'Tim Reid', 2, '$2,291,255', '1 hour 55 minutes']
[85, 'Philip Haas', '$4,997,987 (estimated)', '$3,414,301', '1 hour 56 minutes']
[86, 'Ridley Scott', '$38,000,000 (estimated)', '$10,292,300', '2 hours 9 minutes']
[87, 'Ken Kwapis', 2, '$9,871,065', '1 hour 28 minutes']
[88, 'Penelope Spheeris', 2, '$32,417,995', '1 hour 27 minutes']
[89, 'John Badham', '$33,000,000 (estimated)', '$8,175,346', '1 hour 30 minutes']
[92, 'Stephen Frears', '$47,000,000 (estimated)', '$12,379,402', '1 hour 48 minutes']
[93, 'Wes Craven', '$20,000,000 (estimated)', '$19,751,736', '1 hour 40 minutes']
[94, 'Ted Demme', 2, '$10,597,759', '1 hour 52 minutes']
[95, 'John Woo', '$50,000,000 (estimated)', '$150,270,147', '1 hour 48 minutes']
[96, 'Kenneth Branagh', 2, '$469,571', '1 hour 39 minutes']
[97, 'Mathieu Kassovitz', '€2,590,000 (estimated)', '$756,681', '1 hour 38 minutes']
[99, 'Nick Broomfield', 2, '$34,402', '1 hour 46 minutes']
[100, 'Harold Becker', '$40,000,000 (estimated)', '$20,340,204', '1 hour 51 minutes']
[101, 'Wes Anderson', '$7,000,000 (estimated)', '$560,069', '1 hour 31 minutes']
[102, 'Nick Castle', 2, '$12,825,141', '1 hour 36 minutes']
[103, 'John Dahl', '$18,000,000 (estimated)', '$2,821,671', '1 hour 57 minutes']
[104, 'Dennis Dugan', '$12,000,000 (estimated)', '$41,205,099', '1 hour 32 minutes']
[105, 'Clint Eastwood', '$24,000,000 (estimated)', '$182,016,617', '2 hours 15 minutes']
[106, 'Doris Dörrie', 2, 3, '1 hour 44 minutes']
[107, 'Brian Henson', 2, '$34,327,391', '1 hour 39 minutes']
[108, 'Robert Leacock', 2, '$28,672', '1 hour 35 minutes']
[110, 'Mel Gibson', '$72,000,000 (estimated)', '$213,216,216', '2 hours 58 minutes']
[111, 'Martin Scorsese', '$1,300,000 (estimated)', '$28,580,862', '1 hour 54 minutes']
[112, 'Stanley Tong', '$7,500,000 (estimated)', '$32,392,047', '1 hour 44 minutes']
[113, 'Barbet Schroeder', '$35,000,000 (estimated)', '$8,797,839', '1 hour 48 minutes']
[116, 'Jon Blair', 2, '$1,310,200', '1 hour 57 minutes']
[117, 'Benjamin Ross', 2, '$536,825', '1 hour 39 minutes']
[118, 'Eric Schaeffer', '$5,000,000 (estimated)', '$2,420,162', '1 hour 32 minutes']
[119, 'Andrew Davis', '$35,000,000 (estimated)', '$3,150,170', '2 hours 15 minutes']
[121, 'John N. Smith', 2, 3, '1 hour 33 minutes']
[122, 'Reginald Hudlin', '$42,000,000 (estimated)', '$131,052,444', '1 hour 57 minutes']
[123, 'Wong Kar-Wai', 2, '$3,274,263', '1 hour 42 minutes']
[125, 'David O. Russell', '$7,000,000 (estimated)', '$14,702,438', '1 hour 32 minutes']
[126, 'Peter MacDonald', '$17,000,000 (estimated)', 3, '1 hour 35 minutes']
[128, 'Michel Negroponte', 2, '$10,622', '1 hour 27 minutes']
[129, 'Bryan Gordon', 2, 3, '1 hour 35 minutes']
[132, ' William Friedkin changed Eszterhas\'s script so much, he threatened to remove his name from the credits. Paramount settled with him by giving him a "blind script deal" worth $2-4 million. Later, Friedkin admitted that he did virtually rewrite the script, but Friedkin also said that this was his favorite film.', '$50,000,000 (estimated)', '$9,851,610', '1 hour 35 minutes']
[135, 'David S. Ward', '$31,000,000 (estimated)', '$37,553,752', '1 hour 32 minutes']
[137, 'Dirk Shafer', 2, '$209,935', '1 hour 26 minutes']
[140, 'Jon Avnet', '$60,000,000 (estimated)', '$100,688,705', '2 hours 4 minutes']
[141, 'Mike Nichols', '$31,000,000 (estimated)', '$185,260,553', '1 hour 57 minutes']
[144, 'Edward Burns', '$238,000 (estimated)', '$10,426,506', '1 hour 38 minutes']
[145, ' Michael Bay didn\'t like the script and often engaged Will Smith and Martin Lawrence in discussions about how the dialogue and scenes could improve. He often allowed them to improvise while the cameras were rolling. He secretly told Will to call Lawrence a bitch before the car-scene. The whole "two bitches in the sea" was improvised, as was Martin\'s comment when Téa Leoni called him gay.', '$19,000,000 (estimated)', '$141,407,024', '1 hour 59 minutes']
[146, 'Christopher Cain', 2, '$7,506,759', '1 hour 24 minutes']
[147, 'Scott Kalvert', '$2,000,000 (estimated)', '$2,402,438', '1 hour 42 minutes']
[148, 'Mike Newell', '$4,000,000 (estimated)', '$259,724', '1 hour 52 minutes']
[149, 'Hal Hartley', '$2,300,000 (estimated)', '$757,088', '1 hour 45 minutes']
[150, 'Ron Howard', '$52,000,000 (estimated)', '$355,237,933', '2 hours 20 minutes']
[151, 'Michael Caton-Jones', '$28,000,000 (estimated)', '$31,596,911', '2 hours 19 minutes']
[152, 'Abel Ferrara', 2, '$307,308', '1 hour 22 minutes']
[153, 'Joel Schumacher', '$100,000,000 (estimated)', '$336,567,158', '2 hours 1 minute']
[154, 'Luis Buñuel', 2, '$4,162,334', '1 hour 40 minutes']
[155, 'John Boorman', '$23,000,000 (estimated)', '$5,750,110', '1 hour 40 minutes']
[156, 'sPaul AusterWayne WangHarvey Wang', '$2,000,000 (estimated)', '$1,268,636', '1 hour 23 minutes']
[157, 'Michael Moore', '$11,000,000 (estimated)', '$163,971', '1 hour 31 minutes']
[158, 'Brad Silberling', '$55,000,000 (estimated)', '$288,144,179', '1 hour 40 minutes']
[159, 'Spike Lee', '$25,000,000 (estimated)', '$13,071,518', '2 hours 8 minutes']
[160, 'Frank Marshall', '$50,000,000 (estimated)', '$152,022,101', '1 hour 49 minutes']
[161, 'Tony Scott', '$53,000,000 (estimated)', '$157,387,195', '1 hour 56 minutes']
[162, 'Terry Zwigoff', 2, '$3,041,083', '1 hour 59 minutes']
[163, 'Robert Rodriguez', '$7,000,000 (estimated)', '$25,405,445', '1 hour 44 minutes']
[164, 'Carl Franklin', '$27,000,000 (estimated)', '$16,141,551', '1 hour 42 minutes']
[165, 'John McTiernan', '$90,000,000 (estimated)', '$366,101,666', '2 hours 8 minutes']
[166, 'Gregg Araki', 2, '$284,785', '1 hour 23 minutes']
[168, 'Jerry Zucker', '$55,000,000 (estimated)', '$127,600,435', '2 hours 14 minutes']
[169, 'Dwight H. Little', 2, '$30,077,111', '1 hour 35 minutes']
[170, 'Iain Softley', '$20,000,000 (estimated)', '$7,563,728', '1 hour 45 minutes']
[171, 'Christopher Ashley', 2, '$3,487,767', '1 hour 32 minutes']
[172, 'Robert Longo', '$26,000,000 (estimated)', '$19,077,036', '1 hour 43 minutes']
[173, 'Danny Cannon', '$90,000,000 (estimated)', '$113,493,481', '1 hour 36 minutes']
[174, 'John Fortenberry', 2, '$17,014,653', '1 hour 28 minutes']
[175, 'Larry Clark', '$1,500,000 (estimated)', '$7,412,216', '1 hour 31 minutes']
[176, 'Tom DiCillo', '$500,000 (estimated)', '$1,111,790', '1 hour 30 minutes']
[177, 'Clive Barker', '$12,000,000 (estimated)', '$13,294,422', '1 hour 49 minutes']
[178, 'Denys Arcand', 2, '$542,985', '1 hour 40 minutes']
[179, 'Antonia Bird', 2, '$15,453,274', '1 hour 33 minutes']
[180, 'Kevin Smith', '$8,000,000 (estimated)', '$2,122,561', '1 hour 34 minutes']
[181, 'Bryan Spicer', '$20,000,000 (estimated)', '$66,433,194', '1 hour 35 minutes']
[183, ' Anthony Waller met Sir Alec Guinness quite by chance in Hamburg in 1985, where he asked him if he was interested in doing a one-scene cameo. To his surprise, Guinness said he\'d be delighted and that he would do it for free. The problem was that Guinness was fully booked for the next eighteen months, so Waller suggested they shoot the scene the following morning in an underground car park. Guinness readily agreed and, true to his word, took no payment with the provision that he not be credited in the film or there be no publicity surrounding his involvement in it. This is why he is billed as "Mystery Guest Star" in the end credits.', '$2,000,000 (estimated)', '$1,125,910', '1 hour 35 minutes']
[184, 'Michael Almereyda', '$1,000,000 (estimated)', '$443,169', '1 hour 33 minutes']
[185, 'Irwin Winkler', '$22,000,000 (estimated)', '$110,627,965', '1 hour 54 minutes']
[186, 'Chris Columbus', 2, '$138,510,230', '1 hour 43 minutes']
[187, 'Daisy von Scherler Mayer', '$150,000 (estimated)', '$472,370', '1 hour 34 minutes']
[188, 'Gregory Widen', '$8,000,000 (estimated)', '$16,115,878', '1 hour 38 minutes']
[189, 'Norman René', 2, 3, '1 hour 31 minutes']
[190, 'Todd Haynes', '$1,000,000 (estimated)', '$512,558', '1 hour 59 minutes']
[191, 'Roland Joffé', '$46,000,000 (estimated)', '$10,382,407', '2 hours 15 minutes']
[193, 'Paul Verhoeven', '$45,000,000 (estimated)', '$20,363,752', '2 hours 8 minutes']
[194, 'Wayne Wang', '$7,000,000 (estimated)', '$8,367,636', '1 hour 52 minutes']
[195, 'Lasse Hallström', 2, '$50,865,589', '1 hour 46 minutes']
[196, 'Roger Donaldson', '$35,000,000 (estimated)', '$113,374,103', '1 hour 48 minutes']
[198, 'Kathryn Bigelow', '$42,000,000 (estimated)', '$7,959,751', '2 hours 25 minutes']
[199, 'Jacques Demy', 2, '$166,610', '1 hour 31 minutes']
[201, 'Martha Coolidge', '$10,000,000 (estimated)', '$7,027,517', '1 hour 55 minutes']
[202, 'Agnieszka Holland', '$8,000,000 (estimated)', '$340,139', '1 hour 51 minutes']
[203, 'Beeban Kidron', '$30,000,000 (estimated)', '$47,774,193', '1 hour 49 minutes']
[204, 'Geoff Murphy', '$60,000,000 (estimated)', '$104,324,083', '1 hour 40 minutes']
[205, 'Diane Keaton', 2, '$7,929,434', '1 hour 33 minutes']
[206, 'Douglas Keeve', 2, '$2,875,086', '1 hour 13 minutes']
[207, 'Alfonso Arau', '$20,000,000 (estimated)', '$50,008,143', '1 hour 42 minutes']
[208, 'Kevin Reynolds', '$175,000,000 (estimated)', '$264,218,220', '2 hours 15 minutes']
[209, 'Desmond Nakano', '$7,000,000 (estimated)', '$3,734,870', '1 hour 29 minutes']
[210, 'Walter Hill', '$30,000,000 (estimated)', '$2,193,982', '1 hour 38 minutes']
[211, 'Mike Figgis', 2, '$487,391', '1 hour 37 minutes']
[212, 'Greg Beeman', 2, '$7,919,823', '1 hour 30 minutes']
[213, 'Nikita Mikhalkov', '$2,800,000 (estimated)', '$2,313,461', '2 hours 15 minutes']
[214, 'Milcho Manchevski', '$1,900,000 (estimated)', '$763,847', '1 hour 53 minutes']
[215, 'Richard Linklater', '$2,500,000 (estimated)', '$6,568,101', '1 hour 41 minutes']
[216, 'Tamra Davis', '$10,000,000 (estimated)', '$26,488,734', '1 hour 29 minutes']
[217, 'Guy Ferland', '$2,000,000 (estimated)', 3, '1 hour 30 minutes']
[218, 'Herbert Ross', '$21,000,000 (estimated)', '$23,440,188', '1 hour 55 minutes']
[219, 'Peter Horton', 2, '$2,568,425', '1 hour 37 minutes']
[220, 'Stuart Gordon', 2, 3, '1 hour 30 minutes']
[222, "Pat O'Connor", 2, '$23,389,975', '1 hour 43 minutes']
[223, 'Kevin Smith', '$27,000 (estimated)', '$3,152,360', '1 hour 32 minutes']
[224, 'Jeremy Leven', '$25,000,000 (estimated)', '$68,792,531', '1 hour 37 minutes']
[225, 'Barry Levinson', '$55,000,000 (estimated)', '$214,015,089', '2 hours 8 minutes']
[227, 'John Badham', '$45,000,000 (estimated)', '$28,735,315', '1 hour 41 minutes']
[228, 'Jack Baran', 2, '$1,176,982', '1 hour 42 minutes']
[229, 'Roman Polanski', '$12,000,000 (estimated)', '$3,103,716', '1 hour 43 minutes']
[230, 'Taylor Hackford', 2, '$24,361,867', '2 hours 12 minutes']
[231, 'sPeter FarrellyBobby Farrelly', '$17,000,000 (estimated)', '$247,290,327', '1 hour 47 minutes']
[232, 'Ang Lee', 2, '$7,294,403', '2 hours 4 minutes']
[233, 'Atom Egoyan', 'CA$2,000,000 (estimated)', '$4,221,036', '1 hour 43 minutes']
[234, 'Garry Marshall', '$25,000,000 (estimated)', '$6,841,570', '1 hour 53 minutes']
[235, 'Tim Burton', '$18,000,000 (estimated)', '$5,888,045', '2 hours 7 minutes']
[236, 'Lawrence Kasdan', '$40,000,000 (estimated)', '$101,982,854', '1 hour 51 minutes']
[237, 'Billy Crystal', 2, '$33,177,694', '1 hour 41 minutes']
[238, 'Phillip Borsos', 2, '$11,642,946', '1 hour 21 minutes']
[239, 'Kevin Lima', '$18,000,000 (estimated)', '$35,348,597', '1 hour 18 minutes']
[240, 'Brett Leonard', '$15,000,000 (estimated)', '$12,201,255', '1 hour 46 minutes']
[241, 'Carlo Carlei', '$15,000,000 (estimated)', '$3,987,768', '1 hour 36 minutes']
[242, 'Gérard Corbiau', 2, '$1,600,226', '1 hour 51 minutes']
[243, 'Mark Lewis', 2, '$3,941,146', '1 hour 30 minutes']
[246, 'Steve James', '$700,000 (estimated)', '$11,830,611', '2 hours 50 minutes']
[247, 'Peter Jackson', '$5,000,000 (estimated)', '$3,049,950', '1 hour 39 minutes']
[248, 'Randall Miller', '$10,500,000 (estimated)', '$26,325,256', '1 hour 53 minutes']
[249, 'Bernard Rose', 2, '$9,914,409', '2 hours 1 minute']
[250, 'Steven Brill', 2, '$17,689,177', '1 hour 37 minutes']
[251, 'J.F. Lawton', '$20,000,000 (estimated)', '$6,609,661', '1 hour 51 minutes']
[252, 'Fred Schepisi', '$25,000,000 (estimated)', '$26,381,221', '1 hour 40 minutes']
[253, 'Neil Jordan', '$60,000,000 (estimated)', '$223,664,608', '2 hours 3 minutes']
[254, 'James Ivory', '$14,000,000 (estimated)', '$2,473,668', '2 hours 19 minutes']
[255, 'James Melkonian', '$7,000,000 (estimated)', '$7,557,877', '1 hour 22 minutes']
[256, 'Ivan Reitman', '$60,000,000 (estimated)', '$108,431,355', '1 hour 49 minutes']
[257, 'Arne Glimcher', 2, '$36,853,222', '1 hour 42 minutes']
[258, 'Michael Gottlieb', '$15,000,000 (estimated)', '$13,406,717', '1 hour 29 minutes']
[259, 'Barbet Schroeder', '$40,000,000 (estimated)', '$14,942,422', '1 hour 41 minutes']
[260, 'George Lucas', '$11,000,000 (estimated)', '$775,398,507', '2 hours 1 minute']
[261, 'Gillian Armstrong', '$18,000,000 (estimated)', '$50,085,123', '1 hour 55 minutes']
[262, 'Alfonso Cuarón', '$17,000,000 (estimated)', '$10,015,449', '1 hour 37 minutes']
[263, 'Ken Loach', '$38,976,598 (estimated)', '$152,457', '1 hour 41 minutes']
[265, 'Alfonso Arau', '$2,000,000 (estimated)', '$21,744,201', '1 hour 45 minutes']
[266, 'Edward Zwick', '$30,000,000 (estimated)', '$160,638,883', '2 hours 13 minutes']
[267, 'Nick Castle', 2, '$30,112,050', '1 hour 35 minutes']
[269, 'Allison Anders', 2, '$3,267,313', '1 hour 32 minutes']
[270, 'Glenn Gordon Caron', '$60,000,000 (estimated)', '$18,272,894', '1 hour 48 minutes']
[271, 'Stephen Gyllenhaal', '$17,000,000 (estimated)', '$7,603,766', '1 hour 51 minutes']
[272, 'Nicholas Hytner', '$65,897,768 (estimated)', '$15,238,689', '1 hour 50 minutes']
[273, 'Kenneth Branagh', '$45,000,000 (estimated)', '$112,006,296', '2 hours 3 minutes']
[274, 'James Orr', 2, '$40,070,995', '1 hour 36 minutes']
[275, 'Nora Ephron', '$15,000,000 (estimated)', '$6,821,850', '1 hour 37 minutes']
[276, 'Richard Benjamin', 2, '$18,137,661', '1 hour 50 minutes']
[277, 'Les Mayfield', 2, '$46,264,384', '1 hour 54 minutes']
[278, 'David Frankel', 2, '$5,221,281', '1 hour 35 minutes']
[279, 'Gregory Nava', '$5,500,000 (estimated)', '$11,079,373', '2 hours 8 minutes']
[280, 'Marc Rocco', 2, '$17,381,942', '2 hours 2 minutes']
[281, 'Robert Benton', '$20,000,000 (estimated)', '$39,491,975', '1 hour 50 minutes']
[282, 'Michael Apted', '$24,500,000 (estimated)', '$106,683,817', '1 hour 52 minutes']
[283, 'Nick Gomez', '$5,000,000 (estimated)', '$3,565,508', '1 hour 38 minutes']
[284, 'Tôru Murakawa', 2, 3, '1 hour 33 minutes']
[285, 'Vadim Jean', '£3,000,000 (estimated)', 3, '1 hour 29 minutes']
[287, 'Alan Jacobs', 2, 3, '1 hour 38 minutes']
[288, "'s Cut features roughly 4 minutes of material removed from the theatrical version prior to release in order to get a R rating. Here are details of the additional scenes, in chronological order:\nthere are three additional shots in the pre-credits scene in the diner. The first is found when Mallory knocks Sonny (Richard Lineback) over the partition. In the theatrical cut, the scene immediately cuts to Sonny's friend (James Gammon) getting up out of his chair to intervene. But in the ", '$34,000,000 (estimated)', '$50,287,182', '1 hour 59 minutes']
[289, 'Norman Jewison', 2, '$20,059,210', '1 hour 49 minutes']
[290, 'Lee Tamahori', 2, '$1,608,610', '1 hour 42 minutes']
[291, 'Anne Goursaud', 2, 3, '1 hour 46 minutes']
[292, 'Wolfgang Petersen', '$50,000,000 (estimated)', '$189,859,560', '2 hours 7 minutes']
[293, 'Luc Besson', '$16,000,000 (estimated)', '$20,278,989', '1 hour 50 minutes']
[294, 'Mira Nair', '$11,000,000 (estimated)', '$2,832,826', '1 hour 53 minutes']
[295, 'Joshua Brand', 2, '$345,972', '1 hour 34 minutes']
[296, 'Quentin Tarantino', '$8,000,000 (estimated)', '$213,928,762', '2 hours 34 minutes']
[298, 'Ang Lee', '$400,000 (estimated)', '$152,322', '1 hour 45 minutes']
[299, 'Antonia Bird', 2, '$4,165,845', '1 hour 45 minutes']
[300, 'Robert Redford', '$31,000,000 (estimated)', '$24,822,619', '2 hours 13 minutes']
[301, 'Kayo Hatta', 2, '$1,238,905', '1 hour 34 minutes']
[302, 'Patrice Chéreau', 'DEM\xa042,000,000 (estimated)', '$1,318,578', '2 hours 41 minutes']
[303, 'Sam Raimi', '$32,000,000 (estimated)', '$18,636,537', '1 hour 48 minutes']
[304, 'Peter Yates', '$22,000,000 (estimated)', '$12,096,881', '1 hour 48 minutes']
[305, 'Robert Altman', '$18,000,000 (estimated)', '$11,300,653', '2 hours 13 minutes']
[306, 'Krzysztof Kieslowski', 2, '$3,641,980', '1 hour 39 minutes']
[307, 'Krzysztof Kieslowski', 2, '$1,528,454', '1 hour 38 minutes']
[308, 'Krzysztof Kieslowski', 2, '$1,273,978', '1 hour 32 minutes']
[310, 'Fred Gerber', 2, 3, '1 hour 25 minutes']
[311, 'George Mihalka', 'CA$2,500,000 (estimated)', 3, '1 hour 34 minutes']
[312, 'Harold Ramis', 2, '$912,082', '1 hour 35 minutes']
[313, 'Richard Rich', '$45,000,000 (estimated)', '$9,771,658', '1 hour 33 minutes']
[314, 'John Sayles', '$3,000,000 (estimated)', '$6,159,269', '1 hour 43 minutes']
[315, 'Luis Llosa', '$45,000,000 (estimated)', '$170,362,582', '1 hour 50 minutes']
[316, 'Roland Emmerich', '$55,000,000 (estimated)', '$196,567,262', '1 hour 56 minutes']
[317, 'John Pasquin', '$22,000,000 (estimated)', '$190,539,357', '1 hour 37 minutes']
[318, 'Frank Darabont', '$25,000,000 (estimated)', '$29,332,133', '2 hours 22 minutes']
[319, 'Danny Boyle', '$2,500,000 (estimated)', '$8,418,797', '1 hour 29 minutes']
[320, 'sScott McGeheeDavid Siegel', 2, '$102,780', '1 hour 36 minutes']
[321, 'sTomás Gutiérrez AleaJuan Carlos Tabío', 2, '$2,087,569', '1 hour 48 minutes']
[322, 'George Huang', '$700,000 (estimated)', '$382,928', '1 hour 33 minutes']
[324, 'sGeoff BurtonKevin Dowling', 'A$3,465,000 (estimated)', '$766,464', '1 hour 40 minutes']
[325, 'Kelly Makin', 2, '$4,686,937', '1 hour 31 minutes']
[326, ' Zhang Yimou was forbidden from filmmaking for 5 years by the Chinese Communist Party as a result of making this film. However, due to outside pressure this was later withdrawn.', 2, '$2,332,728', '2 hours 13 minutes']
[327, 'Rachel Talalay', '$25,000,000 (estimated)', '$4,064,495', '1 hour 44 minutes']
[328, 'Ernest R. Dickerson', '$13,000,000 (estimated)', '$21,089,146', '1 hour 32 minutes']
[329, 'David Carson', '$35,000,000 (estimated)', '$118,071,125', '1 hour 58 minutes']
[330, 'Rusty Cundieff', '$6,000,000 (estimated)', '$11,837,928', '1 hour 38 minutes']
[331, 'Brian Gilbert', 2, '$538,534', '2 hours 5 minutes']
[332, 'John Carpenter', '$22,000,000 (estimated)', '$9,418,365', '1 hour 38 minutes']
[333, 'Peter Segal', '$20,000,000 (estimated)', '$32,679,899', '1 hour 37 minutes']
[334, 'Louis Malle', 2, '$1,746,050', '1 hour 59 minutes']
[335, 'Steven Soderbergh', '$6,500,000 (estimated)', '$536,023', '1 hour 39 minutes']
[336, 'Preston A. Whitmore II', '$15,000,000 (estimated)', '$6,014,341', '1 hour 28 minutes']
