Rusty Cundieff: 2
Brian Gilbert: 2
John Carpenter: 18
Peter Segal: 8
Louis Malle: 8
Steven Soderbergh: 22
Preston A. Whitmore II: 1
Jon Turteltaub: 10
Mina Shum: 1
P.J. Hogan: 5
Melanie Mayron: 1
Tom Shadyac: 7
Stephan Elliott: 3
Phillip Noyce: 12
Jessie Nelson: 2
Alex Proyas: 6
Ron Shelton: 7
Brian Levant: 9
Robert Zemeckis: 15
John Singleton: 9
Darnell Martin: 1
Andrew Bergman: 4
Stephen Sommers: 7
Ray Müller: 1
sRoger AllersRob Minkoff: 1
Bernardo Bertolucci: 8
Chuck Russell: 7
Alan Rudolph: 5
Ben Stiller: 6
Donald Petrie: 9
Curtis Hanson: 9
Jan de Bont: 5
Ron Underwood: 6
James Cameron: 8
Luis Mandoki: 4
Damian Harris: 1
Suri Krishnamma: 2
Jefery Levy: 1
Keenen Ivory Wayans: 6
sRobert Lee KingRaoul O'ConnellBrian Sloan: 1
Yves Angelo: 1
Russ Meyer: 2
Doug McHenry: 1
Steven E. de Souza: 1
Andrew Morahan: 1
Michael Corrente: 3
John G. Avildsen: 10
Jeff Pollack: 3
Michael Lehmann: 8
Paul Michael Glaser: 5
Jonathan Kaplan: 5
Whit Stillman: 3
Bill Forsyth: 3
John Landis: 15
Caroline Thompson: 2
Stephen Hopkins: 10
William Friedkin: 9
Tony Richardson: 2
Jennifer Lynch: 1
Robert De Niro: 2
Adam Resnick: 1
John Whitesell: 4
Brian De Palma: 20
Paul Weiland: 5
Mick Jackson: 6
Steve Barron: 4
Richard Rush: 2
Michael Ritchie: 11
Gregg Champion: 1
Marco Brambilla: 2
Carl Reiner: 9
Kaige Chen: 6
Peter Weir: 9
Alek Keshishian: 3
Steve Kloves: 2
John Irvin: 6
Simon Wincer: 8
Boaz Yakin: 4
Rose Troche: 3
Jim Abrahams: 4
Julianna Lavin: 1
Christopher Monger: 1
Bille August: 4
Eric Meza: 1
sJoel CoenEthan Coen: 9
James L. Brooks: 6
Daniel Petrie Jr.: 2
Jim Sheridan: 5
Matty Rich: 1
Steven Spielberg: 31
Dominic Sena: 3
Roger Avary: 1
Daniel Petrie: 3
James Lapine: 3
David Cronenberg: 15
Stuart Baird: 3
Nagisa Ôshima: 1
Tom Noonan: 1
Anthony Minghella: 6
Mike Leigh: 8
Sally Potter: 2
Jonathan Demme: 11
Jane Campion: 6
Stuart Orme: 1
Mel Smith: 4
Penny Marshall: 7
Philip Kaufman: 7
Alan Parker: 13
Fred Dekker: 3
Peter Medak: 5
Geoffrey Wright: 1
Victor Nunez: 2
David Anspaugh: 2
Cyril Collard: 1
Steven Zaillian: 3
John Waters: 9
Russell Mulcahy: 6
Richard Attenborough: 6
Gillies MacKinnon: 2
John Duigan: 2
Steve Rash: 8
Thomas Schlamme: 1
Rowdy Herrington: 4
sAnnabel JankelRocky Morton: 2
Deran Sarafian: 1
François Girard: 2
Andrew Fleming: 7
Henry Selick: 4
George P. Cosmatos: 4
sChris HegedusD.A. Pennebaker: 1
sPixote HuntJoe Johnston: 1
Todd Solondz: 5
Claude Berri: 4
Dennis Hopper: 4
Pedro Almodóvar: 13
Gurinder Chadha: 4
Andrew Scheinman: 1
Lina Wertmüller: 2
 David O. Russell cast 'Jeremy Davies' based on the actor's performance in a Subaru commercial.: 1
George Miller: 10
Ricky Tognazzi: 1
Michael Austin: 1
sRob EpsteinJeffrey Friedman: 2
Nanni Moretti: 2
Betty Thomas: 8
sRon ClementsJohn Musker: 5
Kevin Costner: 3
sWilliam CottrellDavid HandWilfred Jackson: 1
sGary TrousdaleKirk Wise: 3
sNorman FergusonT. HeeWilfred Jackson: 1
Sam Peckinpah: 7
C.M. Talkington: 1
Jean Bach: 1
Bill Condon: 8
David R. Ellis: 6
sGerald PottertonJohn BrunoJohn Halas: 1
Kevin Yagher: 1
Matt Reeves: 5
Franco Zeffirelli: 6
Franco Brusati: 1
Wolfgang Reitherman: 3
Fernando Trueba: 2
Bill Couturié: 1
Martin Lawrence: 1
Stacy Title: 2
Gregory Hoblit: 6
sLarry LekerPaul Sabella: 1
Hal Salwen: 1
Jonathan R. Betuel: 2
Richard Pearce: 4
Todd Verow: 1
Jonathan Lynn: 9
Tim Sullivan: 2
Jeremiah S. Chechik: 5
Claude Sautet: 2
Friðrik Þór Friðriksson: 1
Pen Densham: 1
Rob Cohen: 10
James Foley: 8
Emir Kusturica: 5
sAlan MehrezPhilip Tan: 1
Satyajit Ray: 3
Jim Mallon: 1
Joe Pytka: 2
Roger Vadim: 2
George Hickenlooper: 5
Jean-Luc Godard: 9
Randal Kleiser: 7
Norberto Barba: 1
Robert Mandel: 3
Pat Verducci: 1
Steven Baigelman: 1
Zalman King: 3
Patrick Read Johnson: 3
Stacy Cochran: 1
Jean-Claude Van Damme: 1
Steve Gomer: 2
George Scribner: 2
Tom DeCerchio: 1
Alan Shapiro: 2
Jim Jarmusch: 13
Jean-Paul Rappeneau: 2
Jean-Marie Poiré: 3
Brett Thompson: 1
Bruce Beresford: 12
 John Schlesinger had to pay for the blow-up from 16mm to 35mm, because neither the BBC, nor Thames Television, who owned the overseas rights, thought the movie would work in the theater, and therefore would not waste their money on the print. It was the fifth highest-earning British movie released in U.S. theaters that year.: 1
Phil Joanou: 6
Michael Bay: 11
Michele Soavi: 1
David Hogan: 1
 Mamoru Oshii's intention was to portray her as a "doll".: 1
Tom Holland: 4
Rick Friedberg: 1
Nick Park: 5
David Twohy: 5
Stanley Kubrick: 11
Freida Lee Mock: 1
Joseph Vilsmaier: 2
James Mangold: 10
Francis Ford Coppola: 16
Mary Harron: 3
Djibril Diop Mambéty: 1
sFederico FelliniLouis MalleRoger Vadim: 1
Scott Winant: 1
sBobby FarrellyPeter Farrelly: 11
Lucian Pintilie: 1
Yale Strom: 1
Alexandre Rockwell: 1
Bronwen Hughes: 3
Nicole Holofcener: 5
Fraser C. Heston: 2
Kevin Hooks: 2
Howard Franklin: 2
Arlene Sanford: 2
Éric Rohmer: 7
Peter Sehr: 1
John Payson: 1
Hugh Wilson: 6
Hart Bochner: 2
Annette Haywood-Carter: 1
Danny DeVito: 6
Douglas McGrath: 4
's Cut? Is the British Version uncensored?: 1
Harry Winer: 2
Georges Franju: 2
Gilbert Adler: 1
Lee David Zlotoff: 1
Julian Schnabel: 3
sLana WachowskiLilly Wachowski: 6
Arthur Hiller: 9
Izidore K. Musallam: 1
sJohn FrankenheimerRichard Stanley: 1
David Mickey Evans: 2
David Koepp: 6
Roy Allen Smith: 1
Theo van Gogh: 1
Joe Chappelle: 2
Trevor Nunn: 2
Keith Gordon: 2
André Téchiné: 2
Sam Wood: 4
George Cukor: 14
sStanley DonenGene Kelly: 2
Vincente Minnelli: 10
Stanley Donen: 8
Blake Edwards: 15
Alfred Hitchcock: 36
Frank Capra: 9
Mark Sandrich: 4
Billy Wilder: 18
Michael Curtiz: 9
John Huston: 16
William Wyler: 15
sWalter LangWilliam A. Seiter: 1
sVictor FlemingKing Vidor: 1
Victor Fleming: 3
Orson Welles: 7
Joseph L. Mankiewicz: 8
Leo McCarey: 7
Ernst Lubitsch: 4
sVincente MinnelliCharles Walters: 1
sMichael CurtizWilliam Keighley: 1
Rouben Mamoulian: 3
sOtto PremingerRouben Mamoulian: 1
Gregory La Cava: 2
George Stevens: 12
Elia Kazan: 6
W.S. Van Dyke: 6
Howard Hawks: 12
sMichael AndersonJohn Farrow: 1
John Cromwell: 2
Henry Koster: 4
George A. Romero: 9
Richard Brooks: 5
Frank Borzage: 1
Thaddeus O'Sullivan: 2
Joshua Logan: 4
Richard Schenkman: 2
Carroll Ballard: 4
Lance Young: 1
Ringo Lam: 2
Matthew Broderick: 1
sCampbell ScottStanley Tucci: 1
John Herzfeld: 2
John Gray: 2
Robert Lieberman: 2
Norman Tokar: 4
Norman Foster: 1
John Hough: 4
Robert Stevenson: 12
David Swift: 3
Duwayne Dunham: 3
Charles Barton: 1
Ken Annakin: 3
Richard Fleischer: 7
William Dear: 4
sClyde GeronimiWilfred JacksonHamilton Luske: 4
 Wolfgang Reitherman accepted the award on Disney's behalf.: 1
sNorman FergusonClyde GeronimiJack Kinney: 1
sWolfgang ReithermanClyde GeronimiDavid Hand: 1
sSamuel ArmstrongNorman FergusonWilfred Jackson: 1
sDon ChaffeyDon Bluth: 1
sRobert StevensonWard Kimball: 1
sTed BermanRichard RichArt Stevens: 1
Matthew Bright: 1
Robert Wise: 11
Christopher Hampton: 1
Tom Hanks: 2
Michael Pressman: 2
Hettie Macdonald: 1
Al Pacino: 1
Steve Buscemi: 3
John McNaughton: 4
Michael Winterbottom: 11
Baz Luhrmann: 5
Doug Liman: 7
Tad Stones: 1
Edward Dmytryk: 3
Mel Stuart: 1
Jack Clayton: 4
sCharles CrichtonJohn Cleese: 1
Terry Jones: 2
Arthur Penn: 4
sJohn SturgesFred Zinnemann: 1
Emile Ardolino: 4
Ted Kotcheff: 4
Alan J. Pakula: 7
Edwin L. Marin: 1
Nicholas Ray: 3
Greg Spence: 1
Erik Burke: 1
sClaude NuridsanyMarie Pérennou: 1
Alan Taylor: 4
Benoît Jacquot: 2
Jaco Van Dormael: 3
Peter Cohn: 1
Milos Forman: 7
Rich Wilkes: 1
sR.J. CutlerDavid Van Taylor: 1
Mark Rydell: 3
Ate de Jong: 1
Joe Dante: 9
Howard Zieff: 4
sTerry GilliamTerry Jones: 1
sRick CastroBruce La Bruce: 1
Michael Ray Rhodes: 1
Susan Warms Dryfoos: 1
Leon Gast: 1
Daniel Vigne: 1
Jan Svankmajer: 2
Vittorio De Sica: 7
Volker Schlöndorff: 6
Martine Dugowson: 1
Phillip Rhee: 1
Giuseppe Tornatore: 6
Peter Greenaway: 5
Peter Chelsom: 9
Gabriele Salvatores: 3
Errol Morris: 6
Jennie Livingston: 1
sLou AdlerTommy Chong: 1
Irvin Kershner: 4
Sergio Leone: 5
Bruce Robinson: 4
Sidney Lumet: 16
David Lean: 7
Robert Mulligan: 4
Richard Marquand: 2
Wim Wenders: 9
Carol Reed: 3
's Cut and runs 104 minutes.: 1
Akira Kurosawa: 13
 Sir Alfred Hitchcock was so pleased with the score written by Bernard Herrmann that he doubled the composer's salary to $34,501. Hitchcock later said, "Thirty-three percent of the effect of Psycho was due to the music." Ironically, he was originally adamant that there should be no music in the shower scene but he was persuaded by his wife to give it a try. The screeching violins and dire strings (which would inspire the music for Челюсти (1975)) ending up selling the scene and driving theatrical audiences beyond anything they had ever experienced.: 1
John Ford: 9
 Sergio Leone and editor Nino Baragli trimmed the footage to around six hours, with the plan of releasing the film as two three-hour movies. The producers refused this idea, and Leone had to further cut the film down to three hours and forty-nine minutes.: 1
Andrei Tarkovsky: 5
George Roy Hill: 8
Hal Ashby: 5
Ingmar Bergman: 14
Tom Stoppard: 1
Federico Fellini: 13
Savage Steve Holland: 2
Fritz Lang: 6
John Sturges: 4
Michael Cimino: 3
Jean-Jacques Beineix: 1
 Clint Eastwood dedicated the film to directors and mentors Sergio Leone and Don Siegel. The final screen credit reads, "Dedicated to Sergio and Don.": 1
John Frankenheimer: 7
Allan Moyle: 4
Franklin J. Schaffner: 4
Katsuhiro Ôtomo: 1
Stuart Rosenberg: 5
Charles Chaplin: 12
sJames AlgarSamuel ArmstrongFord Beebe Jr.: 1
Fred Zinnemann: 6
Jeannot Szwarc: 3
Godfrey Reggio: 3
Fred M. Wilcox: 1
Phil Alden Robinson: 4
Doug Pray: 2
Susan Streitfeld: 1
Carl Prechezer: 1
Tony Randel: 3
Steve White: 1
John Murlowski: 1
Damiano Damiani: 1
Tom Berry: 1
Paul Morrissey: 1
Fred Walton: 2
 can plainly be heard off screen cuing the actor with "Fire" just before the actor says it.: 1
Jeffrey Bloom: 2
Eric Red: 1
James Whale: 3
Dan Curtis: 2
J. Lee Thompson: 9
Paul Schrader: 8
F.W. Murnau: 3
sAugusto CaminitoKlaus Kinski: 1
Bob Rafelson: 6
Kevin Spacey: 2
Barbra Streisand: 3
Lars von Trier: 12
Ole Bornedal: 1
Jonathan Frakes: 6
Scott Hicks: 5
's Cut runs 12 minutes longer than the original theatrical releases.: 1
sJoe BerlingerBruce Sinofsky: 5
Patrice Leconte: 6
's Edition supervised by Robert Wise was released on DVD and widescreen VHS, running 136 minutes. The material added to the film consists of the following:
The landscape of Vulcan was changed to include a yellowish sky and new landscape featuring massive statues. All other footage was tinted gold.The matte painting of the Golden Gate Bridge in the scene where Kirk arrives at Starfleet Headquarters was replaced by a new CGI scene that shows Kirk's shuttle arriving at Starfleet. It is actually slightly longer than the original version.The matte painting of Starfleet Command was improved with CGI effects, including an original series shuttle launched in the background.In a close-up shot when Kirk first sees the new Enterprise from his shuttle, the image of the ship was superimposed over Kirk's face as a reflection in the shuttle's window.After Kirk leaves the bridge, a short conversation between Sulu, Uhura and an alien officer was inserted.**A new CGI shot of the Earth is shown on the viewscreen when the Enterprise leaves the planet.A new CGI effect showing one of the Enterprise's nacelles was inserted into the window when Kirk, Spock and McCoy speak on the observation deck.A new CGI shot was inserted which shows V'Ger's second energy torpedo vanishing before it could strike the Enterprise.The energy probe that invades the bridge now approaches in a CGI exterior shot.A new CGI shot shows the V'Ger vessel entering Earth orbit.The scene in which Chekov burns his hand is much longer and shows Lt. Ilia healing him with her empathic powers instead of Nurse Chapel.**The long walk to V'Ger was totally redone. There is now a walkway that materializes out of thin air, compared to the endless field in the original version.The Enterprise's voyage to the center of V'Ger is slightly extended. It has a scene of Spock sharing a tear "for V'Ger" and Scotty ordered to self-destruct the ship if the landing party is unsuccessful.**The small black "empty matte" in the window when Decker and Ilia confront each other in the recreation deck was replaced with a CGI shot of the V'Ger cloud interior.The final explosion of V'Ger was slightly extended. The shot from the original version remained intact, but a new element of the vessel imploding its energy for the explosion was added.New opening titles were commissioned for the film's opening. The opening titles now have a slight fading effect and are now seen over a background of stars. The text is colored a bright gold, compared to the original version's white.The explosion in the wormhole was redone. There is now an exterior shot of the asteroid exploding and the wormhole disintegrating. Additionally, the viewfinder in the next shot is enhanced to show sparks and debris.The final message to the audience, "The human adventure is just beginning", was altered. In the original version, the starfield cuts away to a blank title card showing the text. In the : 1
Nicholas Meyer: 5
William Shatner: 1
Leonard Nimoy: 4
Patricia Birch: 1
Joe Alves: 1
Alexander Payne: 6
Cameron Crowe: 8
Anjelica Huston: 1
Jerry Zaks: 1
sGeoffrey JohnsonMike JudgeMike de Seve: 1
Claude Chabrol: 3
Terry George: 2
Dan Ireland: 1
Albert Brooks: 6
Nicolas Roeg: 4
Ralph Ziman: 2
sRobert YoungFred Schepisi: 1
Robert Butler: 4
Michael Rymer: 3
Roger Christian: 3
Thomas Carter: 4
Andrew Birkin: 1
Peter Baldwin: 1
E. Max Frye: 1
Jan Sverák: 3
Vondie Curtis-Hall: 1
Christopher Guest: 5
Paul Miller: 1
Bob Spiers: 2
Stephen Kessler: 1
's Cut of the film exists which has a number of scenes deleted from the original 134 minute print. Some of the missing scenes include:
A breakfast scene with Fred and Renee where Fred asks her where she was when he phoned her from the jazz club the night before, and when she says that she never left the house all evening, his suspicions of her cheating on him intensifies.Another scene of a third videotape arriving at Fred and Renee's house where they watch it and catch a glimpse of a cold-faced Fred on one frame. They phone the detectives Al and Lou again who pay them another visit.A scene set in the morgue where the attendant, George, prepares an autopsy on Renee's mutilated body where he is joined by a tuxedo-clad medical examiner and the examiner's girlfriend, Joyce, which is immediately followed by a courtroom scene where Fred literally faints after hearing the jury forewoman read the guilty verdict and the judge's sentence of death, which is only heard in the original version.A scene in a lingerie shop where two young women, Marian and Raquel, glimpsed only in the porno film at the end, talk about the Renee Madison murder and about the method of execution the state would use when they are interrupted by Andy who gestures for them to hurry up with their selections.Another scene follows where Andy, Marian and Raquel are involved in a drugged-out threesome orgy at his house.A prison scene where one inmate is shown being led out of his cell to the gas chamber with other prisoners taunting him and the guards preparing for the execution as if it was a formal gathering, plus another scene of Fred talking to the prison guards in the courtyard the next day.A full scene of dialogue between the prison warden and Pete Dayton's parents, Candace and Bill, where they are told of their son's whereabouts and his physical condition where he has a hematoma on his forehead and blepharitis, redness around the eyes. Bill and Candace are elusive to the warden's questions about Pete's whereabouts for the last few days. Pete is then brought into the office where he doesn't respond to questions asked, and Bill and Candace are told that they can take him home. After they leave, the warden then makes a statement to reporters outside his office about the disappearance of Fred Madison from the prison.Extended scenes of dialogue between Pete and his friends Steve V, Teddy, Carl and Lanie on their arrival at his house where Lanie shows them a scar on her abdomen from an operation she just had. Plus more dialogue as the four of them ride in Steve V's car, where they first arrive at a drive-in restaurant called Johnny's where they pick up Sheila and her two girlfriends and then drive to the bowling alley.An extra scene of Pete riding up Van Nuys Boulevard at night on his motorcycle after Alice had phoned him to cancel their evening get-together. Pete arrives at Johnny's Drive-In where he meets with Steve V, Carl and Sheila where Pete responds awkward towards them as he is having a mysterious headache. Pete then savagely beats up two guys who try to pick up Sheila, much to her shock.The telephone scene between Pete, Mr. Eddy and the Mystery Man is slightly extended with more dialogue with the Mystery Man telling Pete about him just killing some people and telling him more details about executions in the 'Far East' set to imply China during the Cultural Revolution.A brief scene of Fred Madison checking into the Lost Highway Motel and walking towards Room 25 which he knows is right next to Room 26 where Renee and Mr. Eddy are.: 1
Theodore Witcher: 1
Greg Mottola: 5
Mark Dindal: 3
Robert Townsend: 4
Emma-Kate Croghan: 1
sShuki LevyDavid Winning: 1
Hark Tsui: 5
George Armitage: 3
Lynne Stopkewich: 1
Tom Schulman: 1
David Mirkin: 2
Peter Duncan: 1
Jay Roach: 10
 Jonathan Mostow did not like the opening and asked Paramount to test screen one version with the prologue and one without. After the screenings, the studio executives agreed with Mostow and opted to remove the prologue.: 1
Gregor Nicholas: 1
sJean-Pierre DardenneLuc Dardenne: 4
Masayuki Suô: 1
Griffin Dunne: 2
Mark Herman: 5
Jacques Doillon: 1
Dale Rosenbloom: 1
Clare Peploe: 2
Simon West: 7
 Joel Schumacher publicly defended Silverstone during interviews and press meetings, joking "What is this girl's big sin - that she ate some pizza?" When the taunting continued, Schumacher lashed out at the reporters that taunted her. He said in a magazine interview, "It was horrible. I thought it was very cruel. She was a teenager who gained a few pounds - like all of us do at certain times. I would confront female journalists and I'd say, 'With so many young people suffering from anorexia and bulimia, why are you crucifying this girl?'": 1
Jim Wilson: 1
Cédric Klapisch: 3
Shirley Barrett: 1
John Milius: 5
Sam Weisman: 4
Mark A.Z. Dippé: 3
Charles Martin Smith: 2
Neil LaBute: 8
Kenneth Johnson: 2
Nick Cassavetes: 6
Bill Duke: 2
Andy Cadiff: 2
Guillermo del Toro: 9
Brett Ratner: 10
John Nicolella: 1
Tony Vitale: 1
Miguel Arteta: 5
Mimi Leder: 3
Jean-Jacques Annaud: 7
George Tillman Jr.: 5
Robert Kurtzman: 1
Félix Enríquez Alcalá: 2
Mark Joffe: 1
Peter Cattaneo: 3
Nancy Meckler: 1
John Madden: 11
Jim Gillespie: 2
Stuart Gillard: 3
Andy Wilson: 1
Mark Waters: 9
 Josef. He is interrupted by Irene who tells him that the investigators wish to start their testing on all members of Gattaca.Detective Hugo exposes Anton to be Vincent's brother.Caesar tells Vincent to put the books away and accept his life.Shortly before Vincent leaves for Titan, he visits Caesar and gives him a telescope.A short sequence which shows some famous people who may had not been born if science had decrypted the human DNA sooner: Abraham Lincoln (Marfan's Syndrome), Emily Dickinson (Manic Depression), Vincent van Gogh (Epilepsy), Albert Einstein (Dyslexia), John F. Kennedy (Addison's Disease), Rita Hayworth (Alzheimer's Disease), Ray Charles (Primary Glaucoma), Stephen Hawking (Amyotrophic Lateral Sclerosis), and Jackie Joyner (Asthma). The last sentence is: "Of course, the other birth that may never have taken place is your own."Also included is an outtake where Dr. Lamar drinks one of the "urine" samples.: 1
Charles Sturridge: 1
Morgan J. Freeman: 2
Kasi Lemmons: 2
Jeb Stuart: 1
Jim Kouf: 2
Costa-Gavras: 6
sJonas PateJosh Pate: 1
Paul Thomas Anderson: 8
Alex Zamm: 2
Peter Howitt: 4
John R. Leonetti: 2
